CustomerKey,AnnualIncome
21312,"$50,000 "
21313,"$70,000 "
21314,"$60,000 "
21315,"$70,000 "
21316,"$130,000 "
21317,"$130,000 "
21318,"$80,000 "
21319,"$90,000 "
21320,"$90,000 "
21321,"$90,000 "
21322,"$90,000 "
21323,"$100,000 "
21324,"$110,000 "
21325,"$120,000 "
21326,"$160,000 "
21327,"$170,000 "
21328,"$70,000 "
21329,"$60,000 "
21330,"$60,000 "
21331,"$60,000 "
21332,"$60,000 "
21333,"$70,000 "
21334,"$70,000 "
21335,"$70,000 "
21336,"$60,000 "
21337,"$40,000 "
21338,"$40,000 "
21339,"$60,000 "
21340,"$60,000 "
21341,"$60,000 "
21342,"$70,000 "
21343,"$70,000 "
21344,"$70,000 "
21345,"$80,000 "
21346,"$60,000 "
21347,"$60,000 "
21348,"$70,000 "
21349,"$70,000 "
21350,"$70,000 "
21351,"$70,000 "
21352,"$50,000 "
21353,"$50,000 "
21354,"$60,000 "
21355,"$60,000 "
21356,"$60,000 "
21357,"$60,000 "
21358,"$70,000 "
21359,"$30,000 "
21360,"$20,000 "
21361,"$30,000 "
21362,"$30,000 "
21363,"$10,000 "
21364,"$40,000 "
21365,"$10,000 "
21366,"$10,000 "
21367,"$20,000 "
21368,"$60,000 "
21369,"$70,000 "
21370,"$20,000 "
21371,"$20,000 "
21372,"$20,000 "
21373,"$20,000 "
21374,"$20,000 "
21375,"$20,000 "
21376,"$20,000 "
21377,"$20,000 "
21378,"$20,000 "
21379,"$30,000 "
21380,"$30,000 "
21381,"$30,000 "
21382,"$30,000 "
21383,"$20,000 "
21384,"$30,000 "
21385,"$30,000 "
21386,"$30,000 "
21387,"$30,000 "
21388,"$80,000 "
21389,"$30,000 "
21390,"$40,000 "
21391,"$40,000 "
21392,"$40,000 "
21393,"$70,000 "
21394,"$70,000 "
21395,"$40,000 "
21396,"$40,000 "
21397,"$40,000 "
21398,"$60,000 "
21399,"$60,000 "
21400,"$60,000 "
21401,"$60,000 "
21402,"$80,000 "
21403,"$70,000 "
21404,"$70,000 "
21405,"$110,000 "
21406,"$110,000 "
21407,"$110,000 "
21408,"$110,000 "
21409,"$110,000 "
21410,"$70,000 "
21411,"$70,000 "
21412,"$50,000 "
21413,"$60,000 "
21414,"$60,000 "
21415,"$60,000 "
21416,"$60,000 "
21417,"$60,000 "
21418,"$120,000 "
21419,"$120,000 "
21420,"$70,000 "
21421,"$60,000 "
21422,"$80,000 "
21423,"$90,000 "
21424,"$60,000 "
21425,"$60,000 "
21426,"$60,000 "
21427,"$70,000 "
21428,"$70,000 "
21429,"$70,000 "
21430,"$90,000 "
21431,"$80,000 "
21432,"$100,000 "
21433,"$110,000 "
21434,"$130,000 "
21435,"$150,000 "
21436,"$70,000 "
21437,"$70,000 "
21438,"$70,000 "
21439,"$70,000 "
21440,"$70,000 "
21441,"$50,000 "
21442,"$50,000 "
21443,"$70,000 "
21444,"$70,000 "
21445,"$60,000 "
21446,"$60,000 "
21447,"$70,000 "
21448,"$80,000 "
21449,"$80,000 "
21450,"$40,000 "
21451,"$40,000 "
21452,"$40,000 "
21453,"$70,000 "
21454,"$70,000 "
21455,"$40,000 "
21456,"$40,000 "
21457,"$40,000 "
21458,"$40,000 "
21459,"$70,000 "
21460,"$70,000 "
21461,"$70,000 "
21462,"$70,000 "
21463,"$70,000 "
21464,"$70,000 "
21465,"$70,000 "
21466,"$70,000 "
21467,"$60,000 "
21468,"$60,000 "
21469,"$70,000 "
21470,"$70,000 "
21471,"$70,000 "
21472,"$70,000 "
21473,"$40,000 "
21474,"$60,000 "
21475,"$60,000 "
21476,"$60,000 "
21477,"$60,000 "
21478,"$60,000 "
21479,"$60,000 "
21480,"$40,000 "
21481,"$60,000 "
21482,"$60,000 "
21483,"$60,000 "
21484,"$60,000 "
21485,"$60,000 "
21486,"$60,000 "
21487,"$70,000 "
21488,"$70,000 "
21489,"$40,000 "
21490,"$40,000 "
21491,"$60,000 "
21492,"$60,000 "
21493,"$80,000 "
21494,"$60,000 "
21495,"$60,000 "
21496,"$60,000 "
21498,"$60,000 "
21499,"$70,000 "
21500,"$70,000 "
21501,"$70,000 "
21502,"$60,000 "
21503,"$60,000 "
21504,"$60,000 "
21505,"$110,000 "
21506,"$130,000 "
21507,"$150,000 "
21508,"$120,000 "
21509,"$130,000 "
21510,"$80,000 "
21511,"$80,000 "
21512,"$80,000 "
21513,"$70,000 "
21514,"$110,000 "
21516,"$130,000 "
21517,"$170,000 "
21518,"$70,000 "
21519,"$100,000 "
21520,"$110,000 "
21521,"$80,000 "
21522,"$90,000 "
21523,"$120,000 "
21524,"$80,000 "
21525,"$80,000 "
21526,"$80,000 "
21527,"$90,000 "
21528,"$130,000 "
21529,"$100,000 "
21530,"$100,000 "
21531,"$100,000 "
21532,"$120,000 "
21533,"$130,000 "
21534,"$130,000 "
21535,"$80,000 "
21536,"$90,000 "
21537,"$90,000 "
21538,"$80,000 "
21539,"$100,000 "
21540,"$150,000 "
21541,"$160,000 "
21542,"$70,000 "
21543,"$80,000 "
21544,"$150,000 "
21545,"$170,000 "
21546,"$90,000 "
21547,"$120,000 "
21548,"$130,000 "
21549,"$100,000 "
21550,"$100,000 "
21551,"$60,000 "
21552,"$80,000 "
21553,"$90,000 "
21554,"$80,000 "
21555,"$90,000 "
21556,"$90,000 "
21557,"$110,000 "
21558,"$100,000 "
21559,"$100,000 "
21560,"$120,000 "
21561,"$90,000 "
21562,"$100,000 "
21563,"$80,000 "
21564,"$80,000 "
21565,"$110,000 "
21566,"$110,000 "
21567,"$100,000 "
21568,"$100,000 "
21569,"$90,000 "
21570,"$100,000 "
21571,"$110,000 "
21572,"$130,000 "
21573,"$130,000 "
21574,"$100,000 "
21575,"$80,000 "
21576,"$80,000 "
21577,"$50,000 "
21578,"$60,000 "
21579,"$60,000 "
21580,"$80,000 "
21581,"$80,000 "
21582,"$50,000 "
21583,"$50,000 "
21584,"$50,000 "
21585,"$50,000 "
21586,"$60,000 "
21587,"$60,000 "
21588,"$60,000 "
21589,"$50,000 "
21590,"$40,000 "
21591,"$40,000 "
21592,"$40,000 "
21593,"$50,000 "
21594,"$50,000 "
21595,"$60,000 "
21596,"$60,000 "
21597,"$70,000 "
21598,"$60,000 "
21599,"$60,000 "
21600,"$70,000 "
21601,"$70,000 "
21602,"$70,000 "
21603,"$70,000 "
21604,"$40,000 "
21605,"$60,000 "
21606,"$60,000 "
21607,"$60,000 "
21608,"$70,000 "
21609,"$70,000 "
21610,"$70,000 "
21611,"$80,000 "
21612,"$40,000 "
21613,"$50,000 "
21614,"$50,000 "
21615,"$50,000 "
21616,"$60,000 "
21617,"$60,000 "
21618,"$70,000 "
21619,"$70,000 "
21620,"$60,000 "
21622,"$60,000 "
21623,"$70,000 "
21624,"$70,000 "
21625,"$70,000 "
21627,"$70,000 "
21628,"$40,000 "
21629,"$50,000 "
21630,"$50,000 "
21631,"$50,000 "
21632,"$50,000 "
21633,"$50,000 "
21634,"$50,000 "
21635,"$50,000 "
21636,"$50,000 "
21637,"$40,000 "
21639,"$60,000 "
21640,"$60,000 "
21641,"$60,000 "
21642,"$60,000 "
21643,"$60,000 "
21644,"$60,000 "
21645,"$60,000 "
21646,"$70,000 "
21647,"$70,000 "
21648,"$70,000 "
21649,"$70,000 "
21650,"$70,000 "
21651,"$70,000 "
21652,"$70,000 "
21653,"$70,000 "
21654,"$70,000 "
21655,"$70,000 "
21656,"$70,000 "
21657,"$70,000 "
21658,"$60,000 "
21659,"$60,000 "
21660,"$60,000 "
21661,"$30,000 "
21663,"$20,000 "
21664,"$20,000 "
21665,"$30,000 "
21666,"$40,000 "
21667,"$40,000 "
21668,"$40,000 "
21669,"$40,000 "
21670,"$20,000 "
21671,"$30,000 "
21672,"$30,000 "
21673,"$30,000 "
21674,"$10,000 "
21675,"$10,000 "
21676,"$20,000 "
21677,"$20,000 "
21678,"$20,000 "
21679,"$30,000 "
21680,"$30,000 "
21681,"$40,000 "
21682,"$40,000 "
21683,"$40,000 "
21684,"$10,000 "
21685,"$40,000 "
21686,"$40,000 "
21687,"$50,000 "
21688,"$70,000 "
21689,"$40,000 "
21690,"$60,000 "
21691,"$60,000 "
21692,"$60,000 "
21693,"$60,000 "
21694,"$60,000 "
21695,"$60,000 "
21696,"$10,000 "
21697,"$10,000 "
21698,"$20,000 "
21699,"$40,000 "
21700,"$40,000 "
21701,"$30,000 "
21702,"$30,000 "
21703,"$30,000 "
21704,"$40,000 "
21705,"$30,000 "
21706,"$30,000 "
21707,"$30,000 "
21708,"$40,000 "
21709,"$40,000 "
21710,"$40,000 "
21711,"$40,000 "
21712,"$80,000 "
21713,"$80,000 "
21714,"$80,000 "
21715,"$80,000 "
21716,"$80,000 "
21717,"$40,000 "
21718,"$60,000 "
21720,"$60,000 "
21721,"$60,000 "
21722,"$60,000 "
21723,"$50,000 "
21724,"$50,000 "
21725,"$50,000 "
21727,"$40,000 "
21728,"$40,000 "
21729,"$40,000 "
21730,"$40,000 "
21731,"$40,000 "
21732,"$50,000 "
21733,"$60,000 "
21734,"$60,000 "
21735,"$70,000 "
21736,"$70,000 "
21737,"$10,000 "
21738,"$20,000 "
21739,"$20,000 "
21740,"$20,000 "
21741,"$70,000 "
21742,"$90,000 "
21743,"$110,000 "
21744,"$110,000 "
21745,"$80,000 "
21746,"$40,000 "
21747,"$70,000 "
21748,"$70,000 "
21749,"$50,000 "
21750,"$60,000 "
21751,"$60,000 "
21752,"$60,000 "
21753,"$70,000 "
21754,"$70,000 "
21755,"$70,000 "
21756,"$80,000 "
21757,"$80,000 "
21758,"$40,000 "
21759,"$40,000 "
21760,"$40,000 "
21761,"$70,000 "
21762,"$70,000 "
21763,"$40,000 "
21764,"$40,000 "
21765,"$40,000 "
21766,"$70,000 "
21767,"$70,000 "
21768,"$70,000 "
21769,"$70,000 "
21770,"$60,000 "
21771,"$60,000 "
21772,"$60,000 "
21773,"$60,000 "
21775,"$70,000 "
21776,"$70,000 "
21777,"$70,000 "
21778,"$70,000 "
21779,"$70,000 "
21780,"$70,000 "
21781,"$60,000 "
21782,"$40,000 "
21783,"$40,000 "
21784,"$60,000 "
21785,"$60,000 "
21786,"$60,000 "
21787,"$60,000 "
21788,"$60,000 "
21789,"$60,000 "
21790,"$60,000 "
21791,"$70,000 "
21792,"$60,000 "
21793,"$60,000 "
21794,"$60,000 "
21795,"$70,000 "
21796,"$40,000 "
21797,"$60,000 "
21798,"$60,000 "
21799,"$60,000 "
21800,"$60,000 "
21801,"$70,000 "
21802,"$80,000 "
21803,"$40,000 "
21804,"$60,000 "
21805,"$60,000 "
21806,"$60,000 "
21807,"$60,000 "
21808,"$60,000 "
21809,"$60,000 "
21810,"$70,000 "
21811,"$70,000 "
21812,"$60,000 "
21813,"$60,000 "
21814,"$60,000 "
21815,"$60,000 "
21816,"$130,000 "
21817,"$160,000 "
21818,"$110,000 "
21819,"$110,000 "
21820,"$110,000 "
21821,"$120,000 "
21822,"$170,000 "
21823,"$120,000 "
21824,"$150,000 "
21825,"$110,000 "
21826,"$120,000 "
21827,"$130,000 "
21828,"$130,000 "
21829,"$170,000 "
21830,"$170,000 "
21831,"$80,000 "
21832,"$80,000 "
21833,"$90,000 "
21834,"$90,000 "
21835,"$120,000 "
21836,"$120,000 "
21837,"$80,000 "
21838,"$90,000 "
21839,"$110,000 "
21840,"$130,000 "
21841,"$160,000 "
21842,"$100,000 "
21843,"$110,000 "
21844,"$80,000 "
21846,"$110,000 "
21847,"$130,000 "
21848,"$130,000 "
21849,"$80,000 "
21851,"$90,000 "
21852,"$90,000 "
21853,"$100,000 "
21854,"$130,000 "
21855,"$170,000 "
21856,"$120,000 "
21857,"$150,000 "
21858,"$160,000 "
21859,"$70,000 "
21860,"$80,000 "
21861,"$90,000 "
21862,"$90,000 "
21863,"$90,000 "
21864,"$100,000 "
21865,"$130,000 "
21866,"$80,000 "
21867,"$90,000 "
21868,"$100,000 "
21869,"$100,000 "
21870,"$130,000 "
21871,"$60,000 "
21872,"$60,000 "
21873,"$70,000 "
21874,"$70,000 "
21875,"$70,000 "
21876,"$70,000 "
21877,"$80,000 "
21878,"$80,000 "
21880,"$70,000 "
21881,"$80,000 "
21882,"$90,000 "
21883,"$70,000 "
21884,"$80,000 "
21885,"$90,000 "
21886,"$100,000 "
21887,"$80,000 "
21888,"$100,000 "
21889,"$110,000 "
21890,"$120,000 "
21891,"$110,000 "
21892,"$100,000 "
21893,"$100,000 "
21894,"$90,000 "
21895,"$90,000 "
21896,"$100,000 "
21897,"$110,000 "
21898,"$110,000 "
21899,"$110,000 "
21900,"$80,000 "
21901,"$90,000 "
21902,"$130,000 "
21903,"$70,000 "
21904,"$70,000 "
21905,"$50,000 "
21906,"$50,000 "
21907,"$60,000 "
21908,"$60,000 "
21909,"$160,000 "
21910,"$30,000 "
21911,"$20,000 "
21912,"$20,000 "
21913,"$20,000 "
21914,"$20,000 "
21915,"$70,000 "
21916,"$40,000 "
21917,"$40,000 "
21918,"$40,000 "
21919,"$60,000 "
21920,"$60,000 "
21921,"$60,000 "
21922,"$60,000 "
21923,"$60,000 "
21924,"$40,000 "
21925,"$40,000 "
21926,"$60,000 "
21927,"$60,000 "
21928,"$60,000 "
21929,"$60,000 "
21930,"$60,000 "
21931,"$60,000 "
21932,"$60,000 "
21933,"$60,000 "
21934,"$60,000 "
21935,"$60,000 "
21936,"$60,000 "
21937,"$60,000 "
21938,"$60,000 "
21939,"$70,000 "
21940,"$90,000 "
21941,"$60,000 "
21942,"$80,000 "
21943,"$80,000 "
21944,"$90,000 "
21945,"$90,000 "
21946,"$90,000 "
21947,"$90,000 "
21948,"$100,000 "
21949,"$100,000 "
21950,"$100,000 "
21951,"$80,000 "
21952,"$70,000 "
21953,"$70,000 "
21954,"$70,000 "
21955,"$110,000 "
21956,"$120,000 "
21957,"$120,000 "
21958,"$130,000 "
21959,"$130,000 "
21960,"$70,000 "
21961,"$70,000 "
21962,"$80,000 "
21963,"$80,000 "
21964,"$80,000 "
21965,"$80,000 "
21966,"$90,000 "
21967,"$60,000 "
21968,"$70,000 "
21969,"$70,000 "
21970,"$60,000 "
21971,"$60,000 "
21972,"$60,000 "
21973,"$60,000 "
21974,"$70,000 "
21975,"$60,000 "
21976,"$60,000 "
21977,"$70,000 "
21978,"$90,000 "
21979,"$60,000 "
21980,"$60,000 "
21981,"$60,000 "
21982,"$60,000 "
21983,"$60,000 "
21984,"$60,000 "
21985,"$60,000 "
21986,"$60,000 "
21987,"$70,000 "
21988,"$80,000 "
21989,"$80,000 "
21990,"$80,000 "
21991,"$80,000 "
21992,"$80,000 "
21993,"$70,000 "
21994,"$90,000 "
21995,"$70,000 "
21996,"$60,000 "
21997,"$80,000 "
21998,"$90,000 "
21999,"$90,000 "
22000,"$100,000 "
22001,"$70,000 "
22002,"$30,000 "
22003,"$40,000 "
22004,"$60,000 "
22005,"$70,000 "
22006,"$70,000 "
22007,"$30,000 "
22008,"$40,000 "
22009,"$40,000 "
22010,"$40,000 "
22011,"$30,000 "
22012,"$30,000 "
22013,"$30,000 "
22014,"$30,000 "
22015,"$30,000 "
22016,"$30,000 "
22017,"$30,000 "
22018,"$40,000 "
22019,"$40,000 "
22020,"$40,000 "
22021,"$30,000 "
22022,"$30,000 "
22023,"$30,000 "
22024,"$40,000 "
22025,"$40,000 "
22026,"$30,000 "
22027,"$30,000 "
22028,"$30,000 "
22029,"$40,000 "
22031,"$40,000 "
22032,"$40,000 "
22033,"$50,000 "
22034,"$40,000 "
22035,"$40,000 "
22036,"$40,000 "
22037,"$40,000 "
22038,"$50,000 "
22039,"$50,000 "
22040,"$50,000 "
22041,"$60,000 "
22042,"$70,000 "
22043,"$70,000 "
22044,"$80,000 "
22045,"$80,000 "
22046,"$80,000 "
22047,"$90,000 "
22048,"$100,000 "
22049,"$130,000 "
22050,"$90,000 "
22051,"$90,000 "
22052,"$110,000 "
22053,"$120,000 "
22054,"$120,000 "
22055,"$120,000 "
22056,"$40,000 "
22057,"$40,000 "
22058,"$40,000 "
22059,"$40,000 "
22060,"$40,000 "
22061,"$60,000 "
22062,"$60,000 "
22063,"$10,000 "
22064,"$20,000 "
22065,"$20,000 "
22066,"$70,000 "
22067,"$70,000 "
22068,"$100,000 "
22069,"$100,000 "
22070,"$110,000 "
22071,"$110,000 "
22072,"$160,000 "
22073,"$90,000 "
22074,"$100,000 "
22075,"$110,000 "
22076,"$110,000 "
22077,"$110,000 "
22078,"$120,000 "
22079,"$70,000 "
22080,"$70,000 "
22081,"$100,000 "
22082,"$110,000 "
22083,"$110,000 "
22084,"$110,000 "
22085,"$110,000 "
22086,"$110,000 "
22087,"$120,000 "
22088,"$130,000 "
22089,"$130,000 "
22090,"$70,000 "
22091,"$80,000 "
22092,"$90,000 "
22093,"$90,000 "
22094,"$90,000 "
22095,"$90,000 "
22096,"$70,000 "
22097,"$40,000 "
22098,"$50,000 "
22099,"$80,000 "
22100,"$80,000 "
22101,"$90,000 "
22102,"$100,000 "
22103,"$110,000 "
22104,"$110,000 "
22105,"$120,000 "
22106,"$160,000 "
22107,"$70,000 "
22108,"$70,000 "
22109,"$60,000 "
22110,"$60,000 "
22111,"$60,000 "
22112,"$60,000 "
22113,"$70,000 "
22114,"$70,000 "
22115,"$70,000 "
22116,"$70,000 "
22117,"$70,000 "
22118,"$70,000 "
22119,"$70,000 "
22120,"$60,000 "
22121,"$40,000 "
22122,"$40,000 "
22123,"$60,000 "
22124,"$60,000 "
22125,"$60,000 "
22126,"$60,000 "
22127,"$60,000 "
22128,"$70,000 "
22129,"$70,000 "
22130,"$70,000 "
22131,"$70,000 "
22132,"$70,000 "
22133,"$80,000 "
22134,"$60,000 "
22135,"$70,000 "
22136,"$80,000 "
22137,"$60,000 "
22138,"$80,000 "
22139,"$80,000 "
22140,"$50,000 "
22142,"$50,000 "
22143,"$50,000 "
22144,"$60,000 "
22145,"$60,000 "
22146,"$50,000 "
22147,"$10,000 "
22148,"$10,000 "
22149,"$20,000 "
22150,"$30,000 "
22151,"$10,000 "
22152,"$60,000 "
22153,"$70,000 "
22154,"$40,000 "
22155,"$20,000 "
22156,"$30,000 "
22157,"$40,000 "
22158,"$40,000 "
22159,"$40,000 "
22160,"$40,000 "
22161,"$40,000 "
22162,"$60,000 "
22163,"$60,000 "
22164,"$70,000 "
22165,"$60,000 "
22166,"$60,000 "
22167,"$20,000 "
22168,"$30,000 "
22169,"$20,000 "
22170,"$30,000 "
22171,"$30,000 "
22172,"$30,000 "
22173,"$30,000 "
22174,"$30,000 "
22175,"$30,000 "
22176,"$40,000 "
22177,"$40,000 "
22178,"$40,000 "
22179,"$40,000 "
22180,"$70,000 "
22181,"$70,000 "
22182,"$40,000 "
22183,"$40,000 "
22184,"$60,000 "
22185,"$60,000 "
22186,"$60,000 "
22187,"$50,000 "
22188,"$60,000 "
22189,"$70,000 "
22190,"$60,000 "
22191,"$60,000 "
22192,"$60,000 "
22193,"$80,000 "
22194,"$80,000 "
22195,"$80,000 "
22196,"$80,000 "
22197,"$80,000 "
22198,"$80,000 "
22199,"$80,000 "
22200,"$70,000 "
22201,"$70,000 "
22202,"$70,000 "
22203,"$100,000 "
22204,"$110,000 "
22205,"$110,000 "
22206,"$110,000 "
22207,"$130,000 "
22208,"$110,000 "
22209,"$110,000 "
22210,"$110,000 "
22211,"$60,000 "
22212,"$110,000 "
22213,"$110,000 "
22214,"$120,000 "
22215,"$130,000 "
22216,"$150,000 "
22217,"$70,000 "
22218,"$60,000 "
22219,"$60,000 "
22220,"$60,000 "
22221,"$60,000 "
22222,"$90,000 "
22223,"$90,000 "
22224,"$90,000 "
22225,"$90,000 "
22226,"$60,000 "
22227,"$60,000 "
22228,"$60,000 "
22229,"$60,000 "
22230,"$70,000 "
22231,"$70,000 "
22232,"$50,000 "
22233,"$50,000 "
22234,"$50,000 "
22235,"$60,000 "
22236,"$40,000 "
22237,"$40,000 "
22238,"$40,000 "
22239,"$40,000 "
22240,"$40,000 "
22241,"$40,000 "
22242,"$40,000 "
22243,"$60,000 "
22244,"$50,000 "
22245,"$50,000 "
22246,"$50,000 "
22247,"$50,000 "
22248,"$50,000 "
22249,"$70,000 "
22250,"$70,000 "
22251,"$60,000 "
22252,"$60,000 "
22253,"$60,000 "
22254,"$60,000 "
22255,"$70,000 "
22256,"$70,000 "
22257,"$70,000 "
22258,"$70,000 "
22259,"$40,000 "
22260,"$50,000 "
22261,"$50,000 "
22262,"$50,000 "
22263,"$60,000 "
22264,"$60,000 "
22265,"$70,000 "
22266,"$70,000 "
22267,"$70,000 "
22268,"$60,000 "
22269,"$70,000 "
22270,"$80,000 "
22271,"$80,000 "
22272,"$80,000 "
22273,"$40,000 "
22274,"$40,000 "
22275,"$40,000 "
22276,"$40,000 "
22277,"$40,000 "
22278,"$50,000 "
22279,"$50,000 "
22280,"$50,000 "
22281,"$60,000 "
22282,"$40,000 "
22283,"$60,000 "
22284,"$60,000 "
22285,"$60,000 "
22286,"$60,000 "
22287,"$60,000 "
22288,"$60,000 "
22289,"$60,000 "
22290,"$70,000 "
22291,"$70,000 "
22292,"$70,000 "
22293,"$70,000 "
22294,"$70,000 "
22295,"$70,000 "
22296,"$70,000 "
22297,"$70,000 "
22298,"$70,000 "
22299,"$70,000 "
22300,"$60,000 "
22301,"$60,000 "
22302,"$40,000 "
22303,"$20,000 "
22304,"$20,000 "
22305,"$20,000 "
22306,"$30,000 "
22307,"$40,000 "
22308,"$40,000 "
22309,"$40,000 "
22310,"$20,000 "
22311,"$30,000 "
22312,"$40,000 "
22313,"$40,000 "
22314,"$10,000 "
22315,"$20,000 "
22316,"$20,000 "
22317,"$20,000 "
22318,"$30,000 "
22319,"$30,000 "
22320,"$30,000 "
22321,"$40,000 "
22322,"$30,000 "
22323,"$40,000 "
22324,"$40,000 "
22325,"$40,000 "
22326,"$40,000 "
22327,"$40,000 "
22328,"$50,000 "
22329,"$50,000 "
22330,"$50,000 "
22331,"$20,000 "
22332,"$30,000 "
22333,"$40,000 "
22334,"$60,000 "
22335,"$60,000 "
22336,"$60,000 "
22337,"$20,000 "
22338,"$20,000 "
22339,"$20,000 "
22340,"$20,000 "
22341,"$20,000 "
22342,"$20,000 "
22343,"$30,000 "
22344,"$30,000 "
22345,"$30,000 "
22346,"$40,000 "
22347,"$30,000 "
22348,"$30,000 "
22349,"$30,000 "
22350,"$30,000 "
22351,"$30,000 "
22352,"$30,000 "
22353,"$30,000 "
22354,"$30,000 "
22355,"$30,000 "
22356,"$30,000 "
22357,"$30,000 "
22358,"$40,000 "
22359,"$40,000 "
22360,"$40,000 "
22361,"$40,000 "
22362,"$80,000 "
22363,"$80,000 "
22364,"$80,000 "
22365,"$80,000 "
22366,"$80,000 "
22367,"$80,000 "
22368,"$40,000 "
22369,"$60,000 "
22370,"$60,000 "
22371,"$50,000 "
22372,"$50,000 "
22373,"$40,000 "
22374,"$40,000 "
22375,"$40,000 "
22376,"$50,000 "
22377,"$10,000 "
22378,"$10,000 "
22379,"$10,000 "
22380,"$10,000 "
22381,"$10,000 "
22382,"$20,000 "
22383,"$20,000 "
22384,"$10,000 "
22385,"$20,000 "
22386,"$20,000 "
22387,"$20,000 "
22388,"$20,000 "
22389,"$20,000 "
22390,"$20,000 "
22391,"$10,000 "
22392,"$10,000 "
22394,"$20,000 "
22395,"$20,000 "
22396,"$30,000 "
22397,"$10,000 "
22398,"$20,000 "
22399,"$10,000 "
22400,"$10,000 "
22401,"$10,000 "
22402,"$10,000 "
22403,"$10,000 "
22404,"$10,000 "
22405,"$10,000 "
22406,"$10,000 "
22407,"$10,000 "
22408,"$10,000 "
22409,"$20,000 "
22410,"$20,000 "
22411,"$20,000 "
22412,"$20,000 "
22413,"$20,000 "
22414,"$20,000 "
22415,"$30,000 "
22416,"$30,000 "
22417,"$20,000 "
22418,"$30,000 "
22419,"$10,000 "
22420,"$10,000 "
22421,"$20,000 "
22422,"$30,000 "
22423,"$20,000 "
22424,"$20,000 "
22425,"$20,000 "
22426,"$30,000 "
22427,"$30,000 "
22428,"$30,000 "
22429,"$30,000 "
22430,"$40,000 "
22431,"$10,000 "
22432,"$10,000 "
22433,"$20,000 "
22434,"$20,000 "
22435,"$10,000 "
22436,"$30,000 "
22437,"$40,000 "
22438,"$20,000 "
22439,"$30,000 "
22440,"$30,000 "
22441,"$30,000 "
22442,"$30,000 "
22444,"$40,000 "
22445,"$40,000 "
22446,"$40,000 "
22447,"$40,000 "
22448,"$40,000 "
22449,"$40,000 "
22450,"$50,000 "
22452,"$50,000 "
22453,"$10,000 "
22454,"$10,000 "
22455,"$10,000 "
22456,"$20,000 "
22457,"$10,000 "
22458,"$20,000 "
22459,"$20,000 "
22461,"$20,000 "
22462,"$20,000 "
22463,"$30,000 "
22464,"$40,000 "
22465,"$40,000 "
22466,"$20,000 "
22467,"$20,000 "
22468,"$20,000 "
22469,"$20,000 "
22470,"$30,000 "
22471,"$30,000 "
22472,"$30,000 "
22473,"$30,000 "
22474,"$10,000 "
22475,"$10,000 "
22476,"$20,000 "
22477,"$20,000 "
22478,"$30,000 "
22479,"$30,000 "
22480,"$30,000 "
22481,"$30,000 "
22482,"$10,000 "
22483,"$10,000 "
22484,"$20,000 "
22485,"$20,000 "
22486,"$20,000 "
22487,"$20,000 "
22488,"$30,000 "
22489,"$30,000 "
22490,"$10,000 "
22491,"$20,000 "
22492,"$20,000 "
22493,"$20,000 "
22494,"$20,000 "
22495,"$20,000 "
22496,"$30,000 "
22497,"$10,000 "
22498,"$20,000 "
22499,"$10,000 "
22500,"$40,000 "
22502,"$40,000 "
22503,"$40,000 "
22504,"$60,000 "
22505,"$30,000 "
22506,"$30,000 "
22507,"$30,000 "
22508,"$40,000 "
22509,"$40,000 "
22510,"$40,000 "
22511,"$30,000 "
22512,"$30,000 "
22513,"$30,000 "
22514,"$20,000 "
22515,"$20,000 "
22516,"$30,000 "
22517,"$30,000 "
22518,"$30,000 "
22519,"$40,000 "
22520,"$40,000 "
22521,"$30,000 "
22522,"$30,000 "
22523,"$40,000 "
22524,"$40,000 "
22525,"$30,000 "
22526,"$30,000 "
22527,"$20,000 "
22528,"$20,000 "
22529,"$10,000 "
22530,"$20,000 "
22531,"$20,000 "
22532,"$30,000 "
22533,"$20,000 "
22534,"$30,000 "
22535,"$40,000 "
22536,"$40,000 "
22537,"$20,000 "
22538,"$10,000 "
22539,"$20,000 "
22540,"$20,000 "
22541,"$30,000 "
22542,"$30,000 "
22543,"$40,000 "
22544,"$50,000 "
22545,"$50,000 "
22546,"$40,000 "
22547,"$70,000 "
22548,"$70,000 "
22549,"$70,000 "
22550,"$10,000 "
22551,"$20,000 "
22552,"$20,000 "
22553,"$30,000 "
22554,"$10,000 "
22555,"$20,000 "
22556,"$20,000 "
22557,"$10,000 "
22558,"$10,000 "
22559,"$10,000 "
22560,"$10,000 "
22561,"$10,000 "
22562,"$10,000 "
22563,"$10,000 "
22564,"$20,000 "
22565,"$20,000 "
22566,"$10,000 "
22567,"$20,000 "
22568,"$20,000 "
22569,"$30,000 "
22570,"$30,000 "
22571,"$10,000 "
22572,"$10,000 "
22573,"$10,000 "
22574,"$10,000 "
22575,"$20,000 "
22576,"$20,000 "
22577,"$20,000 "
22578,"$10,000 "
22579,"$10,000 "
22580,"$10,000 "
22581,"$20,000 "
22582,"$20,000 "
22583,"$20,000 "
22584,"$20,000 "
22585,"$30,000 "
22586,"$30,000 "
22587,"$20,000 "
22588,"$20,000 "
22589,"$20,000 "
22590,"$20,000 "
22591,"$30,000 "
22592,"$30,000 "
22593,"$30,000 "
22594,"$30,000 "
22595,"$40,000 "
22596,"$30,000 "
22597,"$30,000 "
22598,"$30,000 "
22599,"$40,000 "
22600,"$30,000 "
22601,"$30,000 "
